id,utterance,human_annotation,confidence_level,model_prediction,model_confidence,notes
58,I swear to you I would not have turned the offer down unless I thought that I could win the case...,,,anger,0.3917548358440399,
59,How did you know our nannys name is...Lucky guess!,,,joy,0.4415549635887146,
60,I will make you very proud.,,,joy,0.5152036547660828,
61,At this point the worst thing I could do is anything out of the ordinary.,,,disgust,0.9782058000564576,
62,They stopped serving two hours ago.,,,neutral,0.5818295478820801,
63,"No, Jabez  all I need is some rest  You go and pay our debt. Everythingll be all right then ... everything.",,,neutral,0.7086083889007568,
64,Let us just say I am freelancing and leave it at that.,,,neutral,0.9227336645126344,
65,I am not afraid of his words.,,,fear,0.9859543442726136,
66,All sorts of things.  You might even remember you loved me.,,,neutral,0.6283791065216064,
67,Oh Jesus.,,,surprise,0.8118422627449036,
68,It is more fun hearin stories in the dark.,,,joy,0.973073959350586,
69,"Uh, thanks. God I am so excited! So, are you ready to take me to the principals office? He whips out the key, she takes it.",,,joy,0.5920184850692749,
70,Shut up.,,,anger,0.9353227019309998,
71,"It is the leather bindings, I love the fragrance of vintage books.",,,joy,0.4827751815319061,
72,"I got a surprise for you, blondie...",,,surprise,0.8418142795562744,
73,"It is clear you are, and it irks me.",,,anger,0.7016234993934631,
74,Do you know how much I love you?,,,joy,0.6537560224533081,
75,"It is not that we are using unnamed sources that bothers me, or that everything we print the White House denies, or that almost no other papers are reprinting our stuff.",,,neutral,0.7981030941009521,
76,Figured it out.,,,neutral,0.9317599534988404,
77,"Stepped on a booby trap, sir  got blown all to hell ",,,fear,0.4972096979618072,
78,It is better.  Even though the whole first season my teammates did not pass to me because they were mad The American was making more money.  I led the team in rebounds because it was the only way I could touch the damn ball.,,,anger,0.6872034072875977,
79,"Tomorrow night, I get off at eight.",,,neutral,0.9078177213668824,
80,"It is a dream of beauty. He never takes my word for anything, but I was right, was not I?",,,neutral,0.6295372247695923,
81,He was a wealthy man?,,,surprise,0.758542537689209,
82,Mulet.,,,neutral,0.8644556999206543,
83,In love?,,,surprise,0.6968286037445068,
84,Yes... and I only had enough silver halide for one shot. So you are lucky you did not screw it up.,,,neutral,0.4932861328125,
85,She is but an arriviste.,,,neutral,0.7401362061500549,
86,"You going to get rough now, threaten me? I make good by tomorrow or get my legs broken?",,,fear,0.94389146566391,
87,"Away, begone the sport is at the best.",,,neutral,0.91988205909729,
88,No weapon.,,,neutral,0.5293316841125488,
89,"I am sorry, I should have been watching where I...",,,sadness,0.8214817047119141,
90,I KNOW THE CONSEQUENCES!,,,anger,0.4002157151699066,
91,"Yes, we call them that too.  Ahhh, here we are, Lovebirds...",,,neutral,0.5724682807922363,
92,"She is real eat, drink and be merry girl.",,,joy,0.8338592052459717,
93,A gust of wind killed him.,,,fear,0.3811710476875305,
94,"If we are real lucky, it will eat itself....",,,neutral,0.9246498942375184,
95,The sled as a shield....,,,neutral,0.619956374168396,
96,Oh.,,,neutral,0.6889088153839111,
97,Oh Jesus.,,,surprise,0.8118422627449036,
98," there is the Harmattan, a red wind. Which Mariners called the sea of darkness.  Red sand from this wind has flown as far as the south coast of England, producing showers so dense they were mistaken for blood. Almasy checks to see if Katharine is still awake.",,,neutral,0.513936460018158,
99,"I am going to bring this down hard. I have got an A1 badass killer loose, an election day after tomorrow, and I am risking everything on you. You are going to bring him in.  I do not care how.  If you do, you will get your freedom.  An official pardon from me.  A clean slate.  A good job.  A chance to get back with your family.  If you do not want to, I will put your ass back in the freezer so fast, you will forget you were ever defrosted.",,,neutral,0.5206440091133118,
100,"I mean, that is what worried me, because it turns out Nicky was about to be sent to Vegas.",,,surprise,0.5798547267913818,
101,"Madmartigan, you promised me you would take care of Elora Danan like your own daughter.  She is all that matters.  Are you going to abandon her?",,,fear,0.3710204660892486,
102,"Yeah, heh heh.",,,disgust,0.6553114056587219,
103,"This town is no place for any man unless he is willing to crawl to Potter. You have got talent, son. You get yourself an education. Then get out of here.",,,neutral,0.904629647731781,
104,Bid her to come to confession this afternoon And there she shall at Father Laurence cell Be shrived and married.,,,sadness,0.5421193838119507,
105,Do yourself a favor  Do not ask.,,,fear,0.3422757685184479,
106,I like to think I am a master of my own destiny.,,,joy,0.9525308609008788,
107,Magic.,,,neutral,0.8626599311828613,
108,But sir ,,,neutral,0.7009844779968262,
109,"Do not mind him, Sheriff. Boys just a bit slow, is all. He do not mean nothing by it",,,neutral,0.6795747876167297,
110,I do not know what happened.,,,surprise,0.4634115993976593,
111,This knife is filthy.,,,disgust,0.9823837280273438,
112,I still maintain that he kicked himself in the balls.  I was merely a spectator.,,,disgust,0.3154994249343872,
113,"Terrible. After this, no more ballets for me. Jazz   Just jazz.",,,fear,0.7260051965713501,
114,I am sorry. Really... I am.,,,surprise,0.4512945115566253,
115,"You are in pictures, Barton. Even if you got cleared eventually, this would ruin you.",,,disgust,0.4541232287883758,
116,Maybe they will catch up.,,,neutral,0.9458042979240416,
117,I think you are quite handsome.,,,neutral,0.6990887522697449,
118,DJ. The Clarks gone. Smith and Cooper are dead.,,,sadness,0.9265888333320618,
119,"Of course, Commendatore...",,,neutral,0.5925923585891724,
120,It will work out.,,,neutral,0.926502764225006,
121,Two days gone. They are negotiating a ransom.,,,neutral,0.5615226626396179,
122,What kind of seats can we have?,,,neutral,0.8696250915527344,
123,"Okay. I just came in to get warm, myself. Come on, let us go.",,,neutral,0.4213531911373138,
124,"Southglen South competes every year for best prom, and usually they win. We Denominators do not even go to prom. But to everyone else it is huge.",,,neutral,0.7738295793533325,
125,William Taupin seems to have left his mark.,,,neutral,0.937036633491516,
126,"Thanks, comrade.",,,neutral,0.5501010417938232,
127,Car accident.,,,fear,0.8960967659950256,
128,"Cheer up, darling.",,,joy,0.4490857422351837,
129,And the only other remaining sample was in the canister you recover from Ambrose.,,,neutral,0.8817936778068542,
130,Just give me some time to let Lila down easily. She is a really nice girl and I do not want to hurt her more than is necessary.,,,neutral,0.5443434119224548,
131,Dead bodies. The ones in the Lincoln are your... associates.,,,disgust,0.4270441830158233,
132,I want to be a teacher.,,,sadness,0.5495120286941528,
133,"Kellys file.  Read it.  You are going to find an angry, sexually confused girl who is made threats on her mothers life and a female lover she would never identify.",,,anger,0.8369501233100891,
134,"We saw, um, Pavarotti, eh, uh, in Ernani at the Met, and I cried...",,,sadness,0.5766236782073975,
135,I am so happy you are happy.,,,joy,0.949718177318573,
136,"It was fun, anyhow.",,,joy,0.9798027873039246,
137,It is evitable.,,,neutral,0.7988547086715698,
138,Yeah.  Me too.,,,neutral,0.6594478487968445,
139,Thomas is dead but you have done nothing for which you should be ashamed.,,,disgust,0.4466199576854706,
140,All right enough!  I am tired of thinking about all this!,,,joy,0.4380990862846374,
141,"Kay, let us see...  Cheswick first ... then Billy... Martini... Scanlon... Sefelt... Fredrickson... Taber an the Chief... Kay",,,neutral,0.5181135535240173,
142,Meow.,,,disgust,0.4936701953411102,
143,Come back tonight.,,,neutral,0.907324194908142,
144,Wayne Gretzky.,,,neutral,0.8013994097709656,
145,Have I told you how proud I am of you  ?,,,joy,0.4472388029098511,
146,Well how did it happen?,,,surprise,0.8644183874130249,
147,It surprises me that I am not the only one on this balcony who feels that way.,,,surprise,0.9746270179748536,
148,Claymore.,,,neutral,0.6747574806213379,
149,"Well, I am home now, so you can go right to sleep.  Cmon, angel.",,,neutral,0.65023273229599,
150,I am sorry.,,,sadness,0.9341946244239808,
151,"It is when you love someone, and they do not love you. And then you do something about it.",,,anger,0.5625994205474854,
152,Put your tiny little mind at ease.,,,neutral,0.9330752491950988,
153,Tommy...,,,neutral,0.7208874225616455,
154,Without me. I am afraid. I got the axe this morning.,,,fear,0.9880985617637634,
155,Oh Jesus oh Jesus oh Jesus.,,,surprise,0.888741135597229,
156,He was Russian.  Nicholai Tachlinkov.  A legend in the business when I was just starting. I admired him.  When I heard he loved chess I became obsessed with the game.,,,joy,0.4590918123722076,
157,No time like the present.  The car will bring you.,,,neutral,0.520070493221283,
158,O.K.  I find I am terribly afraid of losing you.,,,fear,0.9834448099136353,
159,This is sweet!!,,,joy,0.835755467414856,
160,Do you hear anything?,,,surprise,0.396153837442398,
161,It is hard to know where to start.,,,fear,0.5192954540252686,
162,"I love you too, man.",,,joy,0.9157636165618896,
163,You must really like him.,,,joy,0.5824229717254639,
164,I do not mind him...but I do think it is time for him to get back down below with the rest of the playgroup.,,,neutral,0.6326748132705688,
165,Give Me this god...,,,neutral,0.3080341219902038,
166,Clever fellow  almost missed me.,,,sadness,0.9364229440689088,
167,Go in there and lick his attitude.,,,disgust,0.6832302808761597,
168,"All right, all right.  I am a little tense.",,,neutral,0.5456883907318115,
169,It was okay.,,,neutral,0.6168028116226196,
170,...Ya gave Dipper my locker.,,,neutral,0.6296528577804565,
171,It is designed purely as a defensive device.  Call it a reasonable precaution.,,,fear,0.740382969379425,
172,Do not worry.,,,fear,0.7895517945289612,
173,"Yeah, well, Bleek trusted me. We are best friends.",,,neutral,0.6458980441093445,
174,"Oh lean over here, lady. Lean this way.",,,neutral,0.6527597308158875,
175,Reach for the limit I always say.,,,neutral,0.931764841079712,
176,"Trust, responsibility, taking the weight, for your choices and feel ings and spending the rest of your life living up to them.  And above all, not hurting the object of your love.",,,neutral,0.5072349309921265,
177,"You are very handy, I can tell.  I bet you like to read a lot, too.",,,neutral,0.7498040199279785,
178,"Finally came to your senses, huh?",,,surprise,0.5269380807876587,
179,They scare me too sometimes.,,,fear,0.968430519104004,
180,"You are one hell of a detective, Mrs. Christian.",,,disgust,0.6318047046661377,
181,Kirk here.,,,neutral,0.9526690244674684,
182,It is okay. Do not worry about it.,,,fear,0.790425181388855,
183,I was lucky in the order.  I always been lucky killin folks.,,,joy,0.5755762457847595,
184,We were worried to death.  It is awfully kind of you.,,,fear,0.7830581665039062,
185,Desmond.,,,neutral,0.8471096158027649,
186,There are all sorts of men. You get to see some funny ones as a reporter.,,,joy,0.5195395350456238,
187,"Yeah, Kim told me they were giving you their Dueling Scarlets act.  Actually, they are sophomores at Juilliard.",,,neutral,0.8655792474746704,
188,This is not going to work.,,,sadness,0.3904193937778473,
189,I will notI will ask for one right now.  Sally tells me she is in love with you.,,,sadness,0.4493878185749054,
190,Only if I want something bad enough.,,,anger,0.6292484998703003,
191,"Monkey, this is too exciting! I cannot believe our dream is coming true.",,,surprise,0.7457740306854248,
192,"Well, then, you are a lucky girl, because that babys gone to be your family.  ...I have got an appointment....",,,neutral,0.7733517289161682,
193,It is a bug.,,,neutral,0.4391036033630371,
194,I have never been to Earth. I have never even slept over at some other dudes house!,,,anger,0.4837975800037384,
195,You are a good fellow.,,,neutral,0.4756404459476471,
196,My baby daughter has died... my baby... mon petite Henriette...,,,sadness,0.95883446931839,
197,Jos does not like the deal in South Florida...,,,sadness,0.580255925655365,
198,"I am very sorry, Jimmy.  I apologize to you.",,,sadness,0.9628672003746032,
199,I am trying to slash my wrists.,,,anger,0.8626995086669922,
200,"It is okay with me, hi Kevin.",,,neutral,0.5668646097183228,
201,"We won! Ice turns back, stares them down, then turns back into his locker, dismissing them.",,,anger,0.5871127247810364,
202,Relieved?,,,surprise,0.8647717833518982,
203,It must have stopped moving.  I am not getting anything.,,,sadness,0.5154461860656738,
204,I cannot betray my bride.,,,anger,0.5930513143539429,
205,I was going nuts in that waiting room so I came back to check on my mom.,,,fear,0.4690286815166473,
206,See you in the morning light...,,,neutral,0.6074985265731812,
207,"Okay. Then, tomorrow, I take the kids with me to the picket line.",,,neutral,0.5823189616203308,
208,"O, my dearest love.  Enough!  I beg you.  Stop believing in your experience.  You have never known love.  My very soul is leaving me! Catch it on your lips, and give me yours!",,,sadness,0.3964233994483948,
209,I am sorry.,,,sadness,0.9341946244239808,
210,"What it be Judge. Nobody got hurt, Sister Bettys safe. This was a good day...",,,joy,0.6197561025619507,
211,"... well, of course you can.  Mr. President, what a surprise.  What brings you here?",,,surprise,0.9178902506828308,
212,I should like to see my drawing.,,,joy,0.9231159687042236,
213,I have always loved him.,,,joy,0.8241332769393921,
214,Soon as I finish.,,,neutral,0.7872060537338257,
215,"Oh, Miles. That is awful. What are you going to do?",,,disgust,0.9063481092453004,
216,And you have been extremely patient.,,,neutral,0.968485414981842,
217,"I hid outside in the hall till the maid came to turn down your bed. She must have forgot something and when she went to get it, she left the door open. I sneaked in and hid till she finished. Then I just looked around  and pretty soon I was afraid somebodyd notice the lights were on so I turned them off  and then I guess, I fell asleep.",,,fear,0.9391430616378784,
218,"I know it, and it feels good.  Hi, Ty.",,,joy,0.933692991733551,
219,You mean to someone like Mr. Sheldrake.,,,disgust,0.7968072295188904,
220,I never fucked Rod.,,,disgust,0.5170559287071228,
221,"My lady, when one has lived with prophecy for so long, the moment of revelation is a shock.",,,surprise,0.9615074992179872,
222,No. I could not do that. I have something for you.,,,sadness,0.4278636276721954,
223,It is all going to work.  We are going to save the world.,,,neutral,0.5494870543479919,
224,She is gone...,,,neutral,0.313742846250534,
225,I have missed you.,,,sadness,0.963135302066803,
226,"My God, that was bold of you, you did not have to do that...",,,surprise,0.9085487723350524,
227,"Give Me a break, will you?  Shut up.",,,anger,0.7188864946365356,
228,"I love you, Elaine.",,,joy,0.9513580203056335,
229,Jest with me then.,,,neutral,0.8249918818473816,
230,Bens still out there ,,,neutral,0.803182065486908,
231,I saw the ad at Georges.  I Am passing through town and I Am in a hurry.,,,surprise,0.5605502128601074,
232,Serafine...,,,neutral,0.9496443271636964,
233,You were merciless.  You did not give a shit if you got me or not.,,,anger,0.7689014673233032,
234,Maybe later.,,,neutral,0.9698763489723206,
235,"Thanks, but I have got plans.",,,sadness,0.6754840612411499,
236,"Oh, you must forgive me, General Bonaparte, I am afraid you will think me incredibly stupid but I know absolutely nothing about this. Eugene is so independent  he hardly tells me anything any more, and he has so many things in his room, I must confess I was not even aware that he had this sword  you know how boys can be!",,,fear,0.6929975748062134,
237,It is a piece of the treasure of Isla de Muerta.,,,neutral,0.7716635465621948,
238,Give me the Valium.,,,neutral,0.8942238092422485,
239,I was getting warmed up.,,,neutral,0.6920425891876221,
240,"I bet you make your Daddy proud, do not you? Beautiful.",,,neutral,0.6697863936424255,
241,Golden Boy.,,,neutral,0.3391499817371368,
242,Your clothing reeks of it.,,,disgust,0.974743902683258,
243,It is always the women that start the trouble.,,,fear,0.3543682396411896,
244,"Wrong!  I sympathize completely, because if you cannot win... then, if you do not ignore everything and everyone around you, you... you become like John Doe.  It is easier to beat a child than it is to raise it, because it takes so much work to love.  You just have to make sure you do not stop to think about the abuse, and the damage, because you will risk being sad.  Keep ignoring.",,,sadness,0.7166746258735657,
245,That is the spirit  fiftyfifty.,,,joy,0.863537073135376,
246,Because I am happy.,,,joy,0.9724836349487304,
247,"Kind of feeling your oats this morning. I have not laid a hand on you for quite a while, but that does not mean you are too old.",,,neutral,0.8094092607498169,
248,Want To go?,,,surprise,0.359142541885376,
249,Only this far.,,,neutral,0.850230872631073,
250,Yes. You have made yourself quite clear.,,,neutral,0.9463484883308412,
